1,1,1340.25,644.78,126.6400000000001,351.78,1,1,1.0
1,2,1147.58,682.47,161.06000000000017,396.69000000000005,1,1,1.0
1,3,1277.29,692.2,64.86000000000013,195.64,1,1,1.0
1,4,1342.39,684.54,49.929999999999836,201.01999999999998,1,1,1.0
1,5,835.24,691.11,53.870000000000005,109.04999999999995,1,1,1.0
1,6,1652.47,604.39,158.97000000000003,419.13,1,1,1.0
2,1,1341.51,643.85,127.3599999999999,354.93999999999994,1,1,1.0
2,2,1147.59,682.4,160.73000000000002,396.0400000000001,1,1,1.0
2,3,1277.32,691.89,64.86000000000013,195.64,1,1,1.0
2,4,1342.33,684.46,49.930000000000064,201.01999999999998,1,1,1.0
2,5,829.68,690.51,55.07000000000005,110.90999999999997,1,1,1.0
2,6,1655.51,603.56,160.87000000000012,422.4100000000001,1,1,1.0
3,1,1342.78,642.92,128.07999999999993,358.11,1,1,1.0
3,2,1147.6,682.32,160.41000000000008,395.40999999999997,1,1,1.0
3,3,1277.35,691.58,64.86000000000013,195.64999999999998,1,1,1.0
3,4,1342.28,684.38,49.92000000000007,201.01999999999998,1,1,1.0
3,5,824.13,689.91,56.25999999999999,112.75999999999999,1,1,1.0
3,6,1658.56,602.72,162.75,425.70000000000005,1,1,1.0
4,1,1344.05,641.99,128.78999999999996,361.28,1,1,1.0
4,2,1147.61,682.25,160.08000000000015,394.76,1,1,1.0
4,3,1277.38,691.27,64.8599999999999,195.64999999999998,1,1,1.0
4,4,1342.22,684.3,49.92000000000007,201.0200000000001,1,1,1.0
4,5,818.57,689.32,57.45999999999992,114.6099999999999,1,1,1.0
4,6,1661.6,601.89,164.6500000000001,428.9799999999999,1,1,1.0
5,1,1345.31,641.06,129.51999999999998,364.45000000000005,1,1,1.0
5,2,1147.62,682.17,159.76000000000022,394.12,1,1,1.0
5,3,1277.41,690.96,64.8599999999999,195.64999999999998,1,1,1.0
5,4,1342.16,684.22,49.919999999999845,201.01999999999998,1,1,1.0
5,5,813.01,688.72,58.65999999999997,116.47000000000003,1,1,1.0
5,6,1664.65,601.05,166.52999999999997,432.26,1,1,1.0
6,1,1346.58,640.13,130.24,367.62,1,1,1.0
6,2,1147.63,682.1,159.42999999999984,393.4699999999999,1,1,1.0
6,3,1277.45,690.66,64.84999999999991,195.64,1,1,1.0
6,4,1342.1,684.14,49.930000000000064,201.01999999999998,1,1,1.0
6,5,807.46,688.12,59.84999999999991,118.32000000000005,1,1,1.0
6,6,1667.7,600.21,168.41999999999985,435.54999999999995,1,1,1.0
7,1,1347.84,639.2,130.96000000000004,370.78999999999996,1,1,1.0
7,2,1147.63,682.02,159.1199999999999,392.8299999999999,1,1,1.0
7,3,1277.48,690.35,64.84999999999991,195.64,1,1,1.0
7,4,1342.04,684.06,49.930000000000064,201.0200000000001,1,1,1.0
7,5,801.9,687.53,61.05000000000007,120.17000000000007,1,1,1.0
7,6,1670.74,599.38,170.30999999999995,438.83000000000004,1,1,1.0
8,1,1349.11,638.28,131.68000000000006,373.95000000000005,1,1,1.0
8,2,1147.64,681.95,158.79999999999995,392.19000000000005,1,1,1.0
8,3,1277.51,690.04,64.84999999999991,195.64,1,1,1.0
8,4,1341.98,683.98,49.930000000000064,201.01999999999998,1,1,1.0
8,5,796.35,686.93,62.24000000000001,122.0200000000001,1,1,1.0
8,6,1673.79,598.54,172.19000000000005,442.1200000000001,1,1,1.0
9,1,1350.38,637.35,132.38999999999987,377.12,1,1,1.0
9,2,1147.65,681.87,158.4699999999998,391.55000000000007,1,1,1.0
9,3,1277.54,689.73,64.85000000000014,195.64,1,1,1.0
9,4,1341.92,683.9,49.929999999999836,201.01999999999998,1,1,1.0
